"","wave","day","amp","phase","cvel","amp_std"
"633",3,64,0,0,0,-2.05819025319156
"634",4,64,0,0,0,-1.94377211789313
"635",5,64,0,0,0,-1.98852872606536
"636",6,64,0,0,0,-1.9003219980668
"637",7,64,0,0,0,-1.93671091660842
"638",8,64,0,0,0,-1.79963447527927
"639",9,64,0,0,0,-1.77215069331621
"640",10,64,0,0,0,-1.76827207386699
"641",1,65,0,0,0,-2.37277963422463
"642",2,65,0,0,0,-2.09980413310924
"643",3,65,0,0,0,-2.05819025319156
"644",4,65,0,0,0,-1.94377211789313
"645",5,65,0,0,0,-1.98852872606536
"646",6,65,0,0,0,-1.9003219980668
"647",7,65,0,0,0,-1.93671091660842
"648",8,65,0,0,0,-1.79963447527927
"649",9,65,0,0,0,-1.77215069331621
"650",10,65,0,0,0,-1.76827207386699
"651",1,66,0,0,0,-2.37277963422463
"652",2,66,0,0,0,-2.09980413310924
"653",3,66,0,0,0,-2.05819025319156
"654",4,66,0,0,0,-1.94377211789313
"655",5,66,0,0,0,-1.98852872606536
"656",6,66,0,0,0,-1.9003219980668
"657",7,66,0,0,0,-1.93671091660842
"658",8,66,0,0,0,-1.79963447527927
"659",9,66,0,0,0,-1.77215069331621
"660",10,66,0,0,0,-1.76827207386699
"661",1,67,0,0,0,-2.37277963422463
"662",2,67,0,0,0,-2.09980413310924
"663",3,67,0,0,0,-2.05819025319156
"664",4,67,0,0,0,-1.94377211789313
"665",5,67,0,0,0,-1.98852872606536
"666",6,67,0,0,0,-1.9003219980668
"667",7,67,0,0,0,-1.93671091660842
"668",8,67,0,0,0,-1.79963447527927
"669",9,67,0,0,0,-1.77215069331621
"670",10,67,0,0,0,-1.76827207386699
"671",1,68,0,0,0,-2.37277963422463
"672",2,68,0,0,0,-2.09980413310924
"673",3,68,0,0,0,-2.05819025319156
"674",4,68,0,0,0,-1.94377211789313
"675",5,68,0,0,0,-1.98852872606536
"676",6,68,0,0,0,-1.9003219980668
"677",7,68,0,0,0,-1.93671091660842
"678",8,68,0,0,0,-1.79963447527927
"679",9,68,0,0,0,-1.77215069331621
"680",10,68,0,0,0,-1.76827207386699
"681",1,69,0,0,0,-2.37277963422463
"682",2,69,0,0,0,-2.09980413310924
"683",3,69,0,0,0,-2.05819025319156
"684",4,69,0,0,0,-1.94377211789313
"685",5,69,0,0,0,-1.98852872606536
"686",6,69,0,0,0,-1.9003219980668
"687",7,69,0,0,0,-1.93671091660842
"688",8,69,0,0,0,-1.79963447527927
"689",9,69,0,0,0,-1.77215069331621
"690",10,69,0,0,0,-1.76827207386699
"691",1,70,0,0,0,-2.37277963422463
"692",2,70,0,0,0,-2.09980413310924
"693",3,70,0,0,0,-2.05819025319156
"694",4,70,0,0,0,-1.94377211789313
"695",5,70,0,0,0,-1.98852872606536
"696",6,70,0,0,0,-1.9003219980668
"697",7,70,0,0,0,-1.93671091660842
"698",8,70,0,0,0,-1.79963447527927
"699",9,70,0,0,0,-1.77215069331621
"700",10,70,0,0,0,-1.76827207386699
"701",1,71,0,0,0,-2.37277963422463
"702",2,71,0,0,0,-2.09980413310924
"703",3,71,0,0,0,-2.05819025319156
"704",4,71,0,0,0,-1.94377211789313
"705",5,71,0,0,0,-1.98852872606536
"706",6,71,0,0,0,-1.9003219980668
"707",7,71,0,0,0,-1.93671091660842
"708",8,71,0,0,0,-1.79963447527927
"709",9,71,0,0,0,-1.77215069331621
"710",10,71,0,0,0,-1.76827207386699
"711",1,72,0,0,0,-2.37277963422463
"712",2,72,0,0,0,-2.09980413310924
"713",3,72,0,0,0,-2.05819025319156
"714",4,72,0,0,0,-1.94377211789313
"715",5,72,0,0,0,-1.98852872606536
"716",6,72,0,0,0,-1.9003219980668
"717",7,72,0,0,0,-1.93671091660842
"718",8,72,0,0,0,-1.79963447527927
"719",9,72,0,0,0,-1.77215069331621
"720",10,72,0,0,0,-1.76827207386699
"721",1,73,0,0,0,-2.37277963422463
"722",2,73,0,0,0,-2.09980413310924
"723",3,73,0,0,0,-2.05819025319156
"724",4,73,0,0,0,-1.94377211789313
"725",5,73,0,0,0,-1.98852872606536
"726",6,73,0,0,0,-1.9003219980668
"727",7,73,0,0,0,-1.93671091660842
"728",8,73,0,0,0,-1.79963447527927
"729",9,73,0,0,0,-1.77215069331621
"730",10,73,0,0,0,-1.76827207386699
"731",1,74,0,0,0,-2.37277963422463
"732",2,74,0,0,0,-2.09980413310924
"733",3,74,0,0,0,-2.05819025319156
"734",4,74,0,0,0,-1.94377211789313
"735",5,74,0,0,0,-1.98852872606536
"736",6,74,0,0,0,-1.9003219980668
"737",7,74,0,0,0,-1.93671091660842
"738",8,74,0,0,0,-1.79963447527927
"739",9,74,0,0,0,-1.77215069331621
"740",10,74,0,0,0,-1.76827207386699
"741",1,75,0,0,0,-2.37277963422463
"742",2,75,0,0,0,-2.09980413310924
"743",3,75,0,0,0,-2.05819025319156
"744",4,75,0,0,0,-1.94377211789313
"745",5,75,0,0,0,-1.98852872606536
"746",6,75,0,0,0,-1.9003219980668
"747",7,75,0,0,0,-1.93671091660842
"748",8,75,0,0,0,-1.79963447527927
"749",9,75,0,0,0,-1.77215069331621
"750",10,75,0,0,0,-1.76827207386699
"751",1,76,0,0,0,-2.37277963422463
"752",2,76,0,0,0,-2.09980413310924
"753",3,76,0,0,0,-2.05819025319156
"754",4,76,0,0,0,-1.94377211789313
"755",5,76,0,0,0,-1.98852872606536
"756",6,76,0,0,0,-1.9003219980668
"757",7,76,0,0,0,-1.93671091660842
"758",8,76,0,0,0,-1.79963447527927
"759",9,76,0,0,0,-1.77215069331621
"760",10,76,0,0,0,-1.76827207386699
"761",1,77,0,0,0,-2.37277963422463
"762",2,77,0,0,0,-2.09980413310924
"763",3,77,0,0,0,-2.05819025319156
"764",4,77,0,0,0,-1.94377211789313
"765",5,77,0,0,0,-1.98852872606536
"766",6,77,0,0,0,-1.9003219980668
"767",7,77,0,0,0,-1.93671091660842
"768",8,77,0,0,0,-1.79963447527927
"769",9,77,0,0,0,-1.77215069331621
"770",10,77,0,0,0,-1.76827207386699
"771",1,78,0,0,0,-2.37277963422463
"772",2,78,0,0,0,-2.09980413310924
"773",3,78,0,0,0,-2.05819025319156
"774",4,78,0,0,0,-1.94377211789313
"775",5,78,0,0,0,-1.98852872606536
"776",6,78,0,0,0,-1.9003219980668
"777",7,78,0,0,0,-1.93671091660842
"778",8,78,0,0,0,-1.79963447527927
"779",9,78,0,0,0,-1.77215069331621
"780",10,78,0,0,0,-1.76827207386699
"781",1,79,0,0,0,-2.37277963422463
"782",2,79,0,0,0,-2.09980413310924
"783",3,79,0,0,0,-2.05819025319156
"784",4,79,0,0,0,-1.94377211789313
"785",5,79,0,0,0,-1.98852872606536
"786",6,79,0,0,0,-1.9003219980668
"787",7,79,0,0,0,-1.93671091660842
"788",8,79,0,0,0,-1.79963447527927
"789",9,79,0,0,0,-1.77215069331621
"790",10,79,0,0,0,-1.76827207386699
"791",1,80,0,0,0,-2.37277963422463
"792",2,80,0,0,0,-2.09980413310924
"793",3,80,0,0,0,-2.05819025319156
"794",4,80,0,0,0,-1.94377211789313
"795",5,80,0,0,0,-1.98852872606536
"796",6,80,0,0,0,-1.9003219980668
"797",7,80,0,0,0,-1.93671091660842
"798",8,80,0,0,0,-1.79963447527927
"799",9,80,0,0,0,-1.77215069331621
"800",10,80,0,0,0,-1.76827207386699
"801",1,81,0,0,0,-2.37277963422463
"802",2,81,0,0,0,-2.09980413310924
"803",3,81,0,0,0,-2.05819025319156
"804",4,81,0,0,0,-1.94377211789313
"805",5,81,0,0,0,-1.98852872606536
"806",6,81,0,0,0,-1.9003219980668
"807",7,81,0,0,0,-1.93671091660842
"808",8,81,0,0,0,-1.79963447527927
"809",9,81,0,0,0,-1.77215069331621
"810",10,81,0,0,0,-1.76827207386699
"811",1,82,0,0,0,-2.37277963422463
"812",2,82,0,0,0,-2.09980413310924
"813",3,82,0,0,0,-2.05819025319156
"814",4,82,0,0,0,-1.94377211789313
"815",5,82,0,0,0,-1.98852872606536
"816",6,82,0,0,0,-1.9003219980668
"817",7,82,0,0,0,-1.93671091660842
"818",8,82,0,0,0,-1.79963447527927
"819",9,82,0,0,0,-1.77215069331621
"820",10,82,0,0,0,-1.76827207386699
"821",1,83,0,0,0,-2.37277963422463
"822",2,83,0,0,0,-2.09980413310924
"823",3,83,0,0,0,-2.05819025319156
"824",4,83,0,0,0,-1.94377211789313
"825",5,83,0,0,0,-1.98852872606536
"826",6,83,0,0,0,-1.9003219980668
"827",7,83,0,0,0,-1.93671091660842
"828",8,83,0,0,0,-1.79963447527927
"829",9,83,0,0,0,-1.77215069331621
"830",10,83,0,0,0,-1.76827207386699
"831",1,84,0,0,0,-2.37277963422463
"832",2,84,0,0,0,-2.09980413310924
"833",3,84,0,0,0,-2.05819025319156
"834",4,84,0,0,0,-1.94377211789313
"835",5,84,0,0,0,-1.98852872606536
"836",6,84,0,0,0,-1.9003219980668
"837",7,84,0,0,0,-1.93671091660842
"838",8,84,0,0,0,-1.79963447527927
"839",9,84,0,0,0,-1.77215069331621
"840",10,84,0,0,0,-1.76827207386699
"841",1,85,0,0,0,-2.37277963422463
"842",2,85,0,0,0,-2.09980413310924
"843",3,85,0,0,0,-2.05819025319156
"844",4,85,0,0,0,-1.94377211789313
"845",5,85,0,0,0,-1.98852872606536
"846",6,85,0,0,0,-1.9003219980668
"847",7,85,0,0,0,-1.93671091660842
"848",8,85,0,0,0,-1.79963447527927
"849",9,85,0,0,0,-1.77215069331621
"850",10,85,0,0,0,-1.76827207386699
"851",1,86,0,0,0,-2.37277963422463
"852",2,86,0,0,0,-2.09980413310924
"853",3,86,0,0,0,-2.05819025319156
"854",4,86,0,0,0,-1.94377211789313
"855",5,86,0,0,0,-1.98852872606536
"856",6,86,0,0,0,-1.9003219980668
"857",7,86,0,0,0,-1.93671091660842
"858",8,86,0,0,0,-1.79963447527927
"859",9,86,0,0,0,-1.77215069331621
"860",10,86,0,0,0,-1.76827207386699
"861",1,87,0,0,0,-2.37277963422463
"862",2,87,0,0,0,-2.09980413310924
"863",3,87,0,0,0,-2.05819025319156
"864",4,87,0,0,0,-1.94377211789313
"865",5,87,0,0,0,-1.98852872606536
"866",6,87,0,0,0,-1.9003219980668
"867",7,87,0,0,0,-1.93671091660842
"868",8,87,0,0,0,-1.79963447527927
"869",9,87,0,0,0,-1.77215069331621
"870",10,87,0,0,0,-1.76827207386699
"871",1,88,0,0,0,-2.37277963422463
"872",2,88,0,0,0,-2.09980413310924
"873",3,88,0,0,0,-2.05819025319156
"874",4,88,0,0,0,-1.94377211789313
"875",5,88,0,0,0,-1.98852872606536
"876",6,88,0,0,0,-1.9003219980668
"877",7,88,0,0,0,-1.93671091660842
"878",8,88,0,0,0,-1.79963447527927
"879",9,88,0,0,0,-1.77215069331621
"880",10,88,0,0,0,-1.76827207386699
"881",1,89,0,0,0,-2.37277963422463
"882",2,89,0,0,0,-2.09980413310924
"883",3,89,0,0,0,-2.05819025319156
"884",4,89,0,0,0,-1.94377211789313
"885",5,89,0,0,0,-1.98852872606536
"886",6,89,0,0,0,-1.9003219980668
"887",7,89,0,0,0,-1.93671091660842
"888",8,89,0,0,0,-1.79963447527927
"889",9,89,0,0,0,-1.77215069331621
"890",10,89,0,0,0,-1.76827207386699
"891",1,90,0,0,0,-2.37277963422463
"892",2,90,0,0,0,-2.09980413310924
"893",3,90,0,0,0,-2.05819025319156
"894",4,90,0,0,0,-1.94377211789313
"895",5,90,0,0,0,-1.98852872606536
"896",6,90,0,0,0,-1.9003219980668
"897",7,90,0,0,0,-1.93671091660842
"898",8,90,0,0,0,-1.79963447527927
"899",9,90,0,0,0,-1.77215069331621
"900",10,90,0,0,0,-1.76827207386699
"901",1,91,0,0,0,-2.33155597128849
"902",2,91,0,0,0,-2.08960743896885
"903",3,91,0,0,0,-1.94151600175307
"904",4,91,0,0,0,-2.00190676909955
"905",5,91,0,0,0,-2.05954718133791
"906",6,91,0,0,0,-1.87740534427141
"907",7,91,0,0,0,-1.82312593094462
"908",8,91,0,0,0,-1.82496242047193
"909",9,91,0,0,0,-1.71403309273827
"910",10,91,0,0,0,-1.83856830471758
"911",1,92,0,0,0,-2.33155597128849
"912",2,92,0,0,0,-2.08960743896885
"913",3,92,0,0,0,-1.94151600175307
"914",4,92,0,0,0,-2.00190676909955
"915",5,92,0,0,0,-2.05954718133791
"916",6,92,0,0,0,-1.87740534427141
"917",7,92,0,0,0,-1.82312593094462
"918",8,92,0,0,0,-1.82496242047193
"919",9,92,0,0,0,-1.71403309273827
"920",10,92,0,0,0,-1.83856830471758
"921",1,93,0,0,0,-2.33155597128849
"922",2,93,0,0,0,-2.08960743896885
"923",3,93,0,0,0,-1.94151600175307
"924",4,93,0,0,0,-2.00190676909955
"925",5,93,0,0,0,-2.05954718133791
"926",6,93,0,0,0,-1.87740534427141
"927",7,93,0,0,0,-1.82312593094462
"928",8,93,0,0,0,-1.82496242047193
"929",9,93,0,0,0,-1.71403309273827
"930",10,93,0,0,0,-1.83856830471758
"931",1,94,0,0,0,-2.33155597128849
"932",2,94,0,0,0,-2.08960743896885
"933",3,94,0,0,0,-1.94151600175307
"934",4,94,0,0,0,-2.00190676909955
"935",5,94,0,0,0,-2.05954718133791
"936",6,94,0,0,0,-1.87740534427141
"937",7,94,0,0,0,-1.82312593094462
"938",8,94,0,0,0,-1.82496242047193
"939",9,94,0,0,0,-1.71403309273827
"940",10,94,0,0,0,-1.83856830471758
"941",1,95,0,0,0,-2.33155597128849
"942",2,95,0,0,0,-2.08960743896885
"943",3,95,0,0,0,-1.94151600175307
"944",4,95,0,0,0,-2.00190676909955
"945",5,95,0,0,0,-2.05954718133791
"946",6,95,0,0,0,-1.87740534427141
"947",7,95,0,0,0,-1.82312593094462
"948",8,95,0,0,0,-1.82496242047193
"949",9,95,0,0,0,-1.71403309273827
"950",10,95,0,0,0,-1.83856830471758
"951",1,96,0,0,0,-2.33155597128849
"952",2,96,0,0,0,-2.08960743896885
"953",3,96,0,0,0,-1.94151600175307
"954",4,96,0,0,0,-2.00190676909955
"955",5,96,0,0,0,-2.05954718133791
"956",6,96,0,0,0,-1.87740534427141
"957",7,96,0,0,0,-1.82312593094462
"958",8,96,0,0,0,-1.82496242047193
"959",9,96,0,0,0,-1.71403309273827
"960",10,96,0,0,0,-1.83856830471758
"961",1,97,0,0,0,-2.33155597128849
"962",2,97,0,0,0,-2.08960743896885
"963",3,97,0,0,0,-1.94151600175307
"964",4,97,0,0,0,-2.00190676909955
"965",5,97,0,0,0,-2.05954718133791
"966",6,97,0,0,0,-1.87740534427141
"967",7,97,0,0,0,-1.82312593094462
"968",8,97,0,0,0,-1.82496242047193
"969",9,97,0,0,0,-1.71403309273827
"970",10,97,0,0,0,-1.83856830471758
"971",1,98,0,0,0,-2.33155597128849
"972",2,98,0,0,0,-2.08960743896885
"973",3,98,0,0,0,-1.94151600175307
"974",4,98,0,0,0,-2.00190676909955
"975",5,98,0,0,0,-2.05954718133791
"976",6,98,0,0,0,-1.87740534427141
"977",7,98,0,0,0,-1.82312593094462
"978",8,98,0,0,0,-1.82496242047193
"979",9,98,0,0,0,-1.71403309273827
"980",10,98,0,0,0,-1.83856830471758
"981",1,99,0,0,0,-2.33155597128849
"982",2,99,0,0,0,-2.08960743896885
"983",3,99,0,0,0,-1.94151600175307
"984",4,99,0,0,0,-2.00190676909955
"985",5,99,0,0,0,-2.05954718133791
"986",6,99,0,0,0,-1.87740534427141
"987",7,99,0,0,0,-1.82312593094462
"988",8,99,0,0,0,-1.82496242047193
"989",9,99,0,0,0,-1.71403309273827
"990",10,99,0,0,0,-1.83856830471758
"991",1,100,0,0,0,-2.33155597128849
"992",2,100,0,0,0,-2.08960743896885
"993",3,100,0,0,0,-1.94151600175307
"994",4,100,0,0,0,-2.00190676909955
"995",5,100,0,0,0,-2.05954718133791
"996",6,100,0,0,0,-1.87740534427141
"997",7,100,0,0,0,-1.82312593094462
"998",8,100,0,0,0,-1.82496242047193
"999",9,100,0,0,0,-1.71403309273827
"1000",10,100,0,0,0,-1.83856830471758
"1001",1,101,0,0,0,-2.33155597128849
"1002",2,101,0,0,0,-2.08960743896885
"1003",3,101,0,0,0,-1.94151600175307
"1004",4,101,0,0,0,-2.00190676909955
"1005",5,101,0,0,0,-2.05954718133791
"1006",6,101,0,0,0,-1.87740534427141
"1007",7,101,0,0,0,-1.82312593094462
"1008",8,101,0,0,0,-1.82496242047193
"1009",9,101,0,0,0,-1.71403309273827
"1010",10,101,0,0,0,-1.83856830471758
"1011",1,102,0,0,0,-2.33155597128849
"1012",2,102,0,0,0,-2.08960743896885
"1013",3,102,0,0,0,-1.94151600175307
"1014",4,102,0,0,0,-2.00190676909955
"1015",5,102,0,0,0,-2.05954718133791
"1016",6,102,0,0,0,-1.87740534427141
"1017",7,102,0,0,0,-1.82312593094462
"1018",8,102,0,0,0,-1.82496242047193
"1019",9,102,0,0,0,-1.71403309273827
"1020",10,102,0,0,0,-1.83856830471758
"1021",1,103,0,0,0,-2.33155597128849
"1022",2,103,0,0,0,-2.08960743896885
"1023",3,103,0,0,0,-1.94151600175307
"1024",4,103,0,0,0,-2.00190676909955
"1025",5,103,0,0,0,-2.05954718133791
"1026",6,103,0,0,0,-1.87740534427141
"1027",7,103,0,0,0,-1.82312593094462
"1028",8,103,0,0,0,-1.82496242047193
"1029",9,103,0,0,0,-1.71403309273827
"1030",10,103,0,0,0,-1.83856830471758
"1031",1,104,0,0,0,-2.33155597128849
"1032",2,104,0,0,0,-2.08960743896885
"1033",3,104,0,0,0,-1.94151600175307
"1034",4,104,0,0,0,-2.00190676909955
"1035",5,104,0,0,0,-2.05954718133791
"1036",6,104,0,0,0,-1.87740534427141
"1037",7,104,0,0,0,-1.82312593094462
"1038",8,104,0,0,0,-1.82496242047193
"1039",9,104,0,0,0,-1.71403309273827
"1040",10,104,0,0,0,-1.83856830471758
"1041",1,105,0,0,0,-2.33155597128849
"1042",2,105,0,0,0,-2.08960743896885
"1043",3,105,0,0,0,-1.94151600175307
"1044",4,105,0,0,0,-2.00190676909955
"1045",5,105,0,0,0,-2.05954718133791
"1046",6,105,0,0,0,-1.87740534427141
"1047",7,105,0,0,0,-1.82312593094462
"1048",8,105,0,0,0,-1.82496242047193
"1049",9,105,0,0,0,-1.71403309273827
"1050",10,105,0,0,0,-1.83856830471758
"1051",1,106,0,0,0,-2.33155597128849
"1052",2,106,0,0,0,-2.08960743896885
"1053",3,106,0,0,0,-1.94151600175307
"1054",4,106,0,0,0,-2.00190676909955
"1055",5,106,0,0,0,-2.05954718133791
"1056",6,106,0,0,0,-1.87740534427141
"1057",7,106,0,0,0,-1.82312593094462
"1058",8,106,0,0,0,-1.82496242047193
"1059",9,106,0,0,0,-1.71403309273827
"1060",10,106,0,0,0,-1.83856830471758
"1061",1,107,0,0,0,-2.33155597128849
"1062",2,107,0,0,0,-2.08960743896885
"1063",3,107,0,0,0,-1.94151600175307
"1064",4,107,0,0,0,-2.00190676909955
"1065",5,107,0,0,0,-2.05954718133791
"1066",6,107,0,0,0,-1.87740534427141
"1067",7,107,0,0,0,-1.82312593094462
"1068",8,107,0,0,0,-1.82496242047193
"1069",9,107,0,0,0,-1.71403309273827
"1070",10,107,0,0,0,-1.83856830471758
"1071",1,108,0,0,0,-2.33155597128849
"1072",2,108,0,0,0,-2.08960743896885
"1073",3,108,0,0,0,-1.94151600175307
"1074",4,108,0,0,0,-2.00190676909955
"1075",5,108,0,0,0,-2.05954718133791
"1076",6,108,0,0,0,-1.87740534427141
"1077",7,108,0,0,0,-1.82312593094462
"1078",8,108,0,0,0,-1.82496242047193
"1079",9,108,0,0,0,-1.71403309273827
"1080",10,108,0,0,0,-1.83856830471758
"1081",1,109,0,0,0,-2.33155597128849
"1082",2,109,0,0,0,-2.08960743896885
"1083",3,109,0,0,0,-1.94151600175307
"1084",4,109,0,0,0,-2.00190676909955
"1085",5,109,0,0,0,-2.05954718133791
"1086",6,109,0,0,0,-1.87740534427141
"1087",7,109,0,0,0,-1.82312593094462
"1088",8,109,0,0,0,-1.82496242047193
"1089",9,109,0,0,0,-1.71403309273827
"1090",10,109,0,0,0,-1.83856830471758
"1091",1,110,0,0,0,-2.33155597128849
"1092",2,110,0,0,0,-2.08960743896885
"1093",3,110,0,0,0,-1.94151600175307
"1094",4,110,0,0,0,-2.00190676909955
"1095",5,110,0,0,0,-2.05954718133791
"1096",6,110,0,0,0,-1.87740534427141
"1097",7,110,0,0,0,-1.82312593094462
"1098",8,110,0,0,0,-1.82496242047193
"1099",9,110,0,0,0,-1.71403309273827
"1100",10,110,0,0,0,-1.83856830471758
"1101",1,111,0,0,0,-2.33155597128849
"1102",2,111,0,0,0,-2.08960743896885
"1103",3,111,0,0,0,-1.94151600175307
"1104",4,111,0,0,0,-2.00190676909955
"1105",5,111,0,0,0,-2.05954718133791
"1106",6,111,0,0,0,-1.87740534427141
"1107",7,111,0,0,0,-1.82312593094462
"1108",8,111,0,0,0,-1.82496242047193
"1109",9,111,0,0,0,-1.71403309273827
"1110",10,111,0,0,0,-1.83856830471758
"1111",1,112,0,0,0,-2.33155597128849
"1112",2,112,0,0,0,-2.08960743896885
"1113",3,112,0,0,0,-1.94151600175307
"1114",4,112,0,0,0,-2.00190676909955
"1115",5,112,0,0,0,-2.05954718133791
"1116",6,112,0,0,0,-1.87740534427141
"1117",7,112,0,0,0,-1.82312593094462
"1118",8,112,0,0,0,-1.82496242047193
"1119",9,112,0,0,0,-1.71403309273827
"1120",10,112,0,0,0,-1.83856830471758
"1121",1,113,0,0,0,-2.33155597128849
"1122",2,113,0,0,0,-2.08960743896885
"1123",3,113,0,0,0,-1.94151600175307
"1124",4,113,0,0,0,-2.00190676909955
"1125",5,113,0,0,0,-2.05954718133791
"1126",6,113,0,0,0,-1.87740534427141
"1127",7,113,0,0,0,-1.82312593094462
"1128",8,113,0,0,0,-1.82496242047193
"1129",9,113,0,0,0,-1.71403309273827
"1130",10,113,0,0,0,-1.83856830471758
"1131",1,114,0,0,0,-2.33155597128849
"1132",2,114,0,0,0,-2.08960743896885
"1133",3,114,0,0,0,-1.94151600175307
"1134",4,114,0,0,0,-2.00190676909955
"1135",5,114,0,0,0,-2.05954718133791
"1136",6,114,0,0,0,-1.87740534427141
"1137",7,114,0,0,0,-1.82312593094462
"1138",8,114,0,0,0,-1.82496242047193
"1139",9,114,0,0,0,-1.71403309273827
"1140",10,114,0,0,0,-1.83856830471758
"1141",1,115,0,0,0,-2.33155597128849
"1142",2,115,0,0,0,-2.08960743896885
"1143",3,115,0,0,0,-1.94151600175307
"1144",4,115,0,0,0,-2.00190676909955
"1145",5,115,0,0,0,-2.05954718133791
"1146",6,115,0,0,0,-1.87740534427141
"1147",7,115,0,0,0,-1.82312593094462
"1148",8,115,0,0,0,-1.82496242047193
"1149",9,115,0,0,0,-1.71403309273827
"1150",10,115,0,0,0,-1.83856830471758
"1151",1,116,0,0,0,-2.33155597128849
"1152",2,116,0,0,0,-2.08960743896885
"1153",3,116,0,0,0,-1.94151600175307
"1154",4,116,0,0,0,-2.00190676909955
"1155",5,116,0,0,0,-2.05954718133791
"1156",6,116,0,0,0,-1.87740534427141
"1157",7,116,0,0,0,-1.82312593094462
"1158",8,116,0,0,0,-1.82496242047193
"1159",9,116,0,0,0,-1.71403309273827
"1160",10,116,0,0,0,-1.83856830471758
"1161",1,117,0,0,0,-2.33155597128849
"1162",2,117,0,0,0,-2.08960743896885
"1163",3,117,0,0,0,-1.94151600175307
"1164",4,117,0,0,0,-2.00190676909955
"1165",5,117,0,0,0,-2.05954718133791
"1166",6,117,0,0,0,-1.87740534427141
"1167",7,117,0,0,0,-1.82312593094462
"1168",8,117,0,0,0,-1.82496242047193
"1169",9,117,0,0,0,-1.71403309273827
"1170",10,117,0,0,0,-1.83856830471758
"1171",1,118,0,0,0,-2.33155597128849
"1172",2,118,0,0,0,-2.08960743896885
"1173",3,118,0,0,0,-1.94151600175307
"1174",4,118,0,0,0,-2.00190676909955
"1175",5,118,0,0,0,-2.05954718133791
"1176",6,118,0,0,0,-1.87740534427141
"1177",7,118,0,0,0,-1.82312593094462
"1178",8,118,0,0,0,-1.82496242047193
"1179",9,118,0,0,0,-1.71403309273827
"1180",10,118,0,0,0,-1.83856830471758
"1181",1,119,0,0,0,-2.33155597128849
"1182",2,119,0,0,0,-2.08960743896885
"1183",3,119,0,0,0,-1.94151600175307
"1184",4,119,0,0,0,-2.00190676909955
"1185",5,119,0,0,0,-2.05954718133791
"1186",6,119,0,0,0,-1.87740534427141
"1187",7,119,0,0,0,-1.82312593094462
"1188",8,119,0,0,0,-1.82496242047193
"1189",9,119,0,0,0,-1.71403309273827
"1190",10,119,0,0,0,-1.83856830471758
"1191",1,120,0,0,0,-2.33155597128849
"1192",2,120,0,0,0,-2.08960743896885
"1193",3,120,0,0,0,-1.94151600175307
"1194",4,120,0,0,0,-2.00190676909955
"1195",5,120,0,0,0,-2.05954718133791
"1196",6,120,0,0,0,-1.87740534427141
"1197",7,120,0,0,0,-1.82312593094462
"1198",8,120,0,0,0,-1.82496242047193
"1199",9,120,0,0,0,-1.71403309273827
"1200",10,120,0,0,0,-1.83856830471758
"1201",1,121,0,0,0,-2.29062503509315
"1202",2,121,0,0,0,-2.07831434108089
"1203",3,121,0,0,0,-2.05037607093401
"1204",4,121,0,0,0,-1.82284602684295
"1205",5,121,0,0,0,-1.81294827633479
"1206",6,121,0,0,0,-1.93349806946063
"1207",7,121,0,0,0,-2.02915766584287
"1208",8,121,0,0,0,-1.90379209249864
"1209",9,121,0,0,0,-1.86026015841354
"1210",10,121,0,0,0,-1.81653283640076
"1211",1,122,0,0,0,-2.29062503509315
"1212",2,122,0,0,0,-2.07831434108089
"1213",3,122,0,0,0,-2.05037607093401
"1214",4,122,0,0,0,-1.82284602684295
"1215",5,122,0,0,0,-1.81294827633479
"1216",6,122,0,0,0,-1.93349806946063
"1217",7,122,0,0,0,-2.02915766584287
"1218",8,122,0,0,0,-1.90379209249864
"1219",9,122,0,0,0,-1.86026015841354
"1220",10,122,0,0,0,-1.81653283640076
"1221",1,123,0,0,0,-2.29062503509315
"1222",2,123,0,0,0,-2.07831434108089
"1223",3,123,0,0,0,-2.05037607093401
"1224",4,123,0,0,0,-1.82284602684295
"1225",5,123,0,0,0,-1.81294827633479
"1226",6,123,0,0,0,-1.93349806946063
"1227",7,123,0,0,0,-2.02915766584287
"1228",8,123,0,0,0,-1.90379209249864
"1229",9,123,0,0,0,-1.86026015841354
"1230",10,123,0,0,0,-1.81653283640076
"1231",1,124,0,0,0,-2.29062503509315
"1232",2,124,0,0,0,-2.07831434108089
"1233",3,124,0,0,0,-2.05037607093401
"1234",4,124,0,0,0,-1.82284602684295
"1235",5,124,0,0,0,-1.81294827633479
"1236",6,124,0,0,0,-1.93349806946063
"1237",7,124,0,0,0,-2.02915766584287
"1238",8,124,0,0,0,-1.90379209249864
"1239",9,124,0,0,0,-1.86026015841354
"1240",10,124,0,0,0,-1.81653283640076
"1241",1,125,0,0,0,-2.29062503509315
"1242",2,125,0,0,0,-2.07831434108089
"1243",3,125,0,0,0,-2.05037607093401
"1244",4,125,0,0,0,-1.82284602684295
"1245",5,125,0,0,0,-1.81294827633479
"1246",6,125,0,0,0,-1.93349806946063
"1247",7,125,0,0,0,-2.02915766584287
"1248",8,125,0,0,0,-1.90379209249864
"1249",9,125,0,0,0,-1.86026015841354
"1250",10,125,0,0,0,-1.81653283640076
"1251",1,126,0,0,-7.53380613697272,-2.29062503509315
"1252",2,126,0,0,-2.20332957538249,-2.07831434108089
"1253",3,126,0,0,1.1338412708442,-2.05037607093401
"1254",4,126,0,0,-2.75103003776947,-1.82284602684295
