"","wave","day","amp","phase","cvel","amp_std"
"1255",5,126,0,0,-2.29551842994524,-1.81294827633479
"1256",6,126,0,0,-0.841876059448465,-1.93349806946063
"1257",7,126,0,0,0.508844635827572,-2.02915766584287
"1258",8,126,0,0,-0.404526442674095,-1.90379209249864
"1259",9,126,0,0,0.836279606862995,-1.86026015841354
"1260",10,126,0,0,1.10534594034638,-1.81653283640076
"1261",1,127,0,0,52.8415157202275,-2.29062503509315
"1262",2,127,0,0,15.4553765323634,-2.07831434108089
"1263",3,127,0,0,-7.9243111735323,-2.05037607093401
"1264",4,127,0,0,19.1811017584132,-1.82284602684295
"1265",5,127,0,0,16.3526779987277,-1.81294827633479
"1266",6,127,0,0,6.30777414610691,-1.93349806946063
"1267",7,127,0,0,-3.73062343521366,-2.02915766584287
"1268",8,127,0,0,2.81294186519407,-1.90379209249864
"1269",9,127,0,0,-5.7461326897113,-1.86026015841354
"1270",10,127,0,0,-8.31690253788952,-1.81653283640076
"1271",1,128,0.830075705141804,-1.81575450112589,51.7154258551767,-1.18334513041493
"1272",2,128,2.52544664657158,-1.06206757148443,15.3888282874254,-0.0559650118811359
"1273",3,128,3.45284320624156,0.819815649752675,-7.98981996281463,-0.167157718932038
"1274",4,128,6.78419366051315,-2.65214956848871,19.7437865220913,0.625286157043246
"1275",5,128,2.03479964499236,-2.76626305867844,14.0567247442987,-1.0519310378076
"1276",6,128,1.78621072060399,-1.21742467210439,3.64241940700332,-1.11074873653783
"1277",7,128,2.99737343425932,0.858471594245533,-2.6323986605509,0.00678323823749522
"1278",8,128,1.93582303232583,-0.779973039662082,3.45960447566397,-0.156594687934901
"1279",9,128,1.18243397333618,1.81399758565369,-6.41825870076009,-0.445324951309194
"1280",10,128,0.258385595963554,2.66404103051641,-3.71807915416764,-1.41209547716578
"1281",1,129,0.89235848273809,-1.79047867306118,-6.94196944016803,-1.1002629878914
"1282",2,129,2.82785465534185,-1.04660915739102,-3.45929197133992,0.186199927343155
"1283",3,129,3.563107079506,0.828909880054708,0.753289952476397,-0.107018599576998
"1284",4,129,6.6788602002259,-2.72552250099166,-1.86423299100022,0.587275709955004
"1285",5,129,2.76035943032955,-2.42396381368766,-4.25974325213506,-0.780570903859002
"1286",6,129,0.851930337820055,-0.617817323158781,-8.40100415980441,-1.54108909494662
"1287",7,129,3.33880092845866,0.573839355710124,3.23262966641441,0.238695015820147
"1288",8,129,0.892032004122441,-0.81611212794674,-3.89036918070703,-1.09867924056714
"1289",9,129,0.950983491763898,2.04788286382983,-1.35025236937957,-0.722285392621526
"1290",10,129,0.932915693470534,1.26740945535764,5.37505858971515,-0.35628905597997
"1291",1,130,0.874000582231615,-1.85967573267915,6.76957614408476,-1.12475151851214
"1292",2,130,3.25498792953162,-0.955019992950523,-3.10302290020759,0.528243459210777
"1293",3,130,3.39809300742167,0.854298070830841,-0.0604885496475508,-0.197019074642314
"1294",4,130,6.17198775617075,-2.77004581601666,0.221715031968914,0.40436661190862
"1295",5,130,3.83113525679525,-2.45235690688515,1.24964960528699,-0.380099602154183
"1296",6,130,1.71747313650865,0.32471091359633,-3.65591970179484,-1.14241006339519
"1297",7,130,2.9245188041892,0.149596052834554,2.81454521399386,-0.0427026615559843
"1298",8,130,0.831107232892256,0.14161430585757,-2.41502166263312,-1.15366753256981
"1299",9,130,2.0357524794707,2.46103767920556,-0.561550894895737,0.575781025371113
"1300",10,130,0.971839699381846,1.17817571942325,-0.242220582547218,-0.295363360401186
"1301",1,131,0.973450358064326,-2.02448328652465,5.4198645982879,-0.992090439983767
"1302",2,131,3.7659856451345,-0.811096568107219,-3.61479263078745,0.937444694475437
"1303",3,131,2.98296095099348,0.820520167029494,1.27266371023494,-0.423436626924063
"1304",4,131,5.33920045519263,-2.74039671158,-1.33556334218505,0.103848452215924
"1305",5,131,4.70430892086926,-2.62204453059526,2.09436052797099,-0.0535317200417568
"1306",6,131,3.41824044506125,0.188515285380903,2.4674000618313,-0.35901695505275
"1307",7,131,2.00355438173019,-0.217236033585721,2.87260575590444,-0.668260063732128
"1308",8,131,1.1126332293888,-0.128375962194803,1.18233564679486,-0.899573288322179
"1309",9,131,2.94292198735137,2.24745040651391,1.11298121714734,1.66132669173107
"1310",10,131,1.56460004493154,1.06773369784519,1.63474875898963,0.632453176427557
"1311",1,132,1.20297275263795,-2.05622721261505,0.209320241442598,-0.685918926216135
"1312",2,132,4.2636859853018,-0.673712220370565,-3.35851115487406,1.33599754073977
"1313",3,132,2.18927517192175,0.708962141512908,2.02149196098116,-0.856321509205709
"1314",4,132,4.58379222396222,-2.55739734046791,-2.78420994500489,-0.168746832557806
"1315",5,132,5.0769255800052,-2.84499209368435,2.26583275539722,0.0858273080879731
"1316",6,132,4.09563040805565,-0.0535358817498068,1.18189867088698,-0.0470032974514827
"1317",7,132,1.91041353278638,-0.721713345281306,4.94410849410913,-0.731525208487886
"1318",8,132,0.445425222494227,0.0654795535604332,-3.89509615667917,-1.50176888083445
"1319",9,132,2.9034611006374,2.19246210750461,-0.405451310339865,1.6141066361726
"1320",10,132,1.18001737146811,0.482848893327444,4.16624618924515,0.0304861810033232
"1321",1,133,1.51327731824391,-2.05662600813831,-0.10565612485415,-0.271987994739609
"1322",2,133,4.69605059645496,-0.538579917195042,-3.50081601494032,1.68223026853164
"1323",3,133,1.34532976907158,0.586412646160828,2.55538643171565,-1.31661853858201
"1324",4,133,4.04216607679913,-2.31189379011756,-3.46972788465834,-0.364197090739843
"1325",5,133,4.35035180903762,-3.04119183580977,1.32312072701944,-0.185912057568394
"1326",6,133,4.15644407479354,-0.0757204983551479,-0.0245553959745051,-0.018991818646638
"1327",7,133,2.21408162060425,-1.55026373589705,5.44458402839484,-0.525261192738028
"1328",8,133,1.20328399050286,0.854487597942628,-1.51838177454839,-0.817755492017781
"1329",9,133,4.00799224078202,2.31347711106463,0.244434369467216,2.93582102596154
"1330",10,133,0.660596196079293,-0.355227984659769,1.74627787485791,-0.78253641695379
"1331",1,134,1.72029209637635,-2.06636834832769,1.56920511227082,0.00415947274748722
"1332",2,134,5.06129638482125,-0.393784759843485,-3.66081091755136,1.97471499637112
"1333",3,134,0.710296480524078,0.443062902085775,1.2411851987259,-1.66297262178018
"1334",4,134,3.91585240931476,-2.02615933226388,-3.18613903194368,-0.409778418471249
"1335",5,134,2.58013329554837,-3.07504564020517,-1.14338178265203,-0.8479756705834
"1336",6,134,4.06236518811871,-0.0800489525696009,-0.171400340007652,-0.0623256427923481
"1337",7,134,3.01518049822517,-2.17342197969745,3.81912093232316,0.0188785379072906
"1338",8,134,2.34711615750868,0.494333912731184,2.14771536195786,0.214622240903366
"1339",9,134,4.57284366557203,2.10977548955886,0.684160445171891,3.61173882411431
"1340",10,134,0.427780876052701,-0.164271478922367,-1.86683145477147,-1.14694997054168
"1341",1,135,1.86713786602065,-2.13107700202744,5.4250880345802,0.200044461076791
"1342",2,135,5.45570310313254,-0.259169851235699,-2.41244287546858,2.29055146961103
"1343",3,135,0.360464571989673,0.540979747525789,-6.94583295805174,-1.85377476103659
"1344",4,135,4.43596960284048,-1.83550785324477,-1.3646167029655,-0.222089843442192
"1345",5,135,1.232426429841,-2.86801827256623,-3.8438496886619,-1.352019476473
"1346",6,135,3.92468830149409,-0.0590984806102502,0.431841358442631,-0.125741210352591
"1347",7,135,3.85103196937926,-2.64534943678293,3.04702800621339,0.586623677838072
"1348",8,135,2.67161231805172,0.374845971375981,0.185399558502987,0.50749965791112
"1349",9,135,3.78390653854468,2.11616691971991,-0.1744083672212,2.66767349582104
"1350",10,135,0.762992814539275,0.0995489308080991,0.461118758613955,-0.622260385272871
"1351",1,136,1.95396050107442,-2.27363439853823,7.4026926625685,0.315861558807448
"1352",2,136,5.88748696238167,-0.203046757236277,-0.965724232821306,2.63631913779645
"1353",3,136,0.235316605824923,1.24292884524226,-13.5478598761633,-1.92203182703112
"1354",4,136,5.14219703923172,-1.81792925447097,0.915196545465214,0.0327581462660004
"1355",5,136,0.60560721876886,-2.83745999962795,16.7990613571255,-1.58645053028208
"1356",6,136,3.28867115335483,-0.168419267794189,0.614161562840676,-0.418698070549965
"1357",7,136,3.65239077469557,-3.03916145993476,2.69333071930558,0.451698303218587
"1358",8,136,3.26294388841232,0.369386291412135,0.426696914507659,1.0412121759037
"1359",9,136,3.79447516237741,2.09801221587414,0.756237627525495,2.68032022137932
"1360",10,136,0.985061866446336,-0.378265278826034,3.00120931506652,-0.274667398960361
"1361",1,137,1.99087250225267,-2.40723098292546,5.51193768198416,0.365100341358187
"1362",2,137,6.05390995572519,-0.175542030719039,-0.12163391240651,2.76958880294997
"1363",3,137,0.729429422252576,1.96320640072869,-6.59997191309157,-1.6525373066388
"1364",4,137,5.31647847805103,-1.96162135504751,2.19601668955764,0.0956490395361779
"1365",5,137,0.442023572483854,0.510566190289474,18.7055479676693,-1.64763098855
"1366",6,137,2.01731049164202,-0.158203539707245,-1.35870604881836,-1.00430150706657
"1367",7,137,2.27422753232482,2.94764553577718,1.4351685003772,-0.484407583879854
"1368",8,137,3.44852093478577,0.212378085230341,1.22110159900505,1.20870668772419
"1369",9,137,3.09477064318915,1.84105683325957,1.87997176493045,1.84303325137105
"1370",10,137,1.30308394996016,-0.955816548603934,2.61067765333372,0.223115812039074
"1371",1,138,1.91685684751213,-2.49144590774153,3.34650486786425,0.266367121462534
"1372",2,138,5.99160688031356,-0.19026876455755,0.583733311596973,2.71969719944418
"1373",3,138,1.64602668070652,2.02519499249552,0.427497000064219,-1.15261516265182
"1374",4,138,5.13709006960391,-2.15276577606905,2.80906692164239,0.0309152541945727
"1375",5,138,1.43951735668741,0.215397279924588,-0.314099740034061,-1.27456724884924
"1376",6,138,1.25310608807359,0.015240639488767,0.715862732813556,-1.35630290085509
"1377",7,138,0.416112430356594,3.13215789684324,-9.41366183958444,-1.74651676832366
"1378",8,138,2.78818396202506,0.0173110571877253,0.711649805013177,0.612712619217417
"1379",9,138,1.7855742397058,1.5492710778354,0.339602170401254,0.276410398784665
"1380",10,138,1.25585899514193,-1.37385372886864,1.21007394029703,0.149197078506522
"1381",1,139,1.73197447420693,-2.54511364767681,2.20780815856415,0.019743186534713
"1382",2,139,5.81792406859721,-0.215576917805357,0.588078480789698,2.58061395322121
"1383",3,139,2.52475831230818,2.02704743739315,-0.214686140090452,-0.673345344628957
"1384",4,139,4.82645595477084,-2.39711492130744,2.88925790019271,-0.0811796257558788
"1385",5,139,2.55963135367008,0.114059213678944,1.4042025151319,-0.855643418723155
"1386",6,139,0.69042756837186,-0.554624192632367,11.0169065036842,-1.61547913991497
"1387",7,139,1.0476324770382,-1.11900480131713,-8.19278361287579,-1.3175620441341
"1388",8,139,1.99867324878552,-0.0873329885147048,1.23408573954104,-0.0998685651225808
"1389",9,139,0.770358036397344,1.8041373775831,-3.61443791619458,-0.938427115424283
"1390",10,139,0.851080318035425,-1.57305396993626,2.21123894189522,-0.484381657309217
"1391",1,140,1.39937260083434,-2.57014041549825,0.456180336988162,-0.423931249860075
"1392",2,140,5.55084649271943,-0.241949782199221,0.995174109573464,2.36674122811178
"1393",3,140,3.29452358472284,2.06275572218422,-0.746256707295858,-0.253506967628625
"1394",4,140,4.35225071924102,-2.59377735605407,1.91535761083587,-0.252300492429379
"1395",5,140,3.56958442409043,-0.104843043616794,2.58523822364299,-0.477919892682225
"1396",6,140,1.46905384259687,-2.30458585003384,10.2803634216901,-1.25683486557192
"1397",7,140,1.61067109527241,-1.18866705790745,2.35171012824178,-0.935122759012735
"1398",8,140,1.06290226435432,-0.656160448137127,9.31913481076851,-0.944458493004501
"1399",9,140,0.307335380145448,2.53929717742574,-0.642636842005591,-1.49249361959391
"1400",10,140,0.574095723067337,-2.39971423406106,6.02424932184748,-0.917931049719881
"1401",1,141,0.97881570402219,-2.50467385695047,-9.9029953374972,-0.98493333404272
"1402",2,141,5.15628522776672,-0.305519604891885,2.40911578609974,2.05078099565605
"1403",3,141,4.33341424727891,2.10846499262916,-0.667040374889548,0.313115333063303
"1404",4,141,3.58068155260088,-2.70430489795485,1.00047570645796,-0.530727583911185
"1405",5,141,4.04280734775053,-0.359192443337299,1.85682009637447,-0.300934014265222
"1406",6,141,2.42520707759334,-2.78542788722488,2.0539626236661,-0.81641961826039
"1407",7,141,1.82919595114888,-1.45869911227706,2.89970582138572,-0.786691573377998
"1408",8,141,1.03253962353019,-2.7959361421746,10.6435000761836,-0.971862613297402
"1409",9,141,0.464470944654971,1.92108681937282,4.74470790521091,-1.30446058982107
"1410",10,141,0.792794286630139,2.44988527342553,6.40485894162544,-0.575613711224352
"1411",1,142,0.499152224920086,-2.05798162829837,-46.663280337848,-1.62478067342132
"1412",2,142,4.90454200139542,-0.430108013538885,3.38403091869124,1.84918784552012
"1413",3,142,5.50642795572912,2.13695997253915,-0.185721705708614,0.952889806143957
"1414",4,142,2.96423623927914,-2.76377181392124,0.513540641729548,-0.753176954708572
"1415",5,142,4.22623506035455,-0.455219949470921,0.318987133248206,-0.232331854018734
"1416",6,142,2.36027026840577,-2.96490554061713,0.984634867903318,-0.846330264202063
"1417",7,142,1.35385820209496,-1.90101262274639,1.74644648827098,-1.10956077462302
"1418",8,142,1.49967889782809,2.60002409942528,2.2681908858776,-0.550241156173579
"1419",9,142,1.01254194480195,1.09090498701786,4.63791267727231,-0.64862274044597
"1420",10,142,0.836675467520703,1.34666131247297,6.79854954295978,-0.506928810840061
"1421",1,143,0.463038855299935,-0.834606167140977,-44.4717819361041,-1.67295412100317
"1422",2,143,5.01029994699597,-0.55958038591993,2.79273624759179,1.93387762133984
"1423",3,143,6.40080661763576,2.13838276896955,-0.235670304600849,1.44069368518975
"1424",4,143,2.62473314041942,-2.79255504761424,0.171519424933877,-0.875689445424338
"1425",5,143,4.91808059487986,-0.451355684489054,-0.0908905845054842,0.0264191141503199
"1426",6,143,1.44701491764226,-2.86697636988734,-6.92560343512006,-1.26698624950193
"1427",7,143,0.87336381405051,-1.92567671640024,-0.301104407565805,-1.43593257989075
"1428",8,143,1.22460497498511,2.50172622610396,0.861348949576532,-0.798512013596419
"1429",9,143,0.971769715369985,0.508879046460374,-0.766336370694906,-0.697411987199984
"1430",10,143,0.894483306217238,-0.147725150692323,4.73779575000887,-0.416445246776348
"1431",1,144,0.747368213236613,-0.456113576359773,-7.4960334452666,-1.29367283087125
"1432",2,144,5.13875522622159,-0.64323680367208,1.24821762547368,2.03674316717379
"1433",3,144,6.77070793735106,2.16781321003306,-0.516643302664066,1.6424419002429
"1434",4,144,2.69205567063509,-2.80469613959126,0.518292574217798,-0.851395555660999
"1435",5,144,5.75408684771816,-0.457746777933505,0.13047473758204,0.339086344799878
"1436",6,144,1.71459144512611,-1.53310761163102,-7.30834900230911,-1.14373740380096
"1437",7,144,1.41298691365003,-1.97805867559403,2.29070815918304,-1.06939809049278
"1438",8,144,1.64368188099894,2.11617162532384,3.92341272311388,-0.42026975163705
"1439",9,144,0.241135749945696,1.30186165755465,-4.93368864671169,-1.57171004061963
"1440",10,144,0.626835379557007,-0.511940342817797,1.76995954784368,-0.835380444226178
"1441",1,145,0.962824567991955,-0.408061816266749,0.677437666540174,-1.00626471799912
"1442",2,145,5.23336054161425,-0.664371561442251,0.201950338673972,2.1125020418991
"1443",3,145,6.57361885846977,2.18489120008213,0.160251176886134,1.53494736656193
"1444",4,145,3.11467881639019,-2.86634501333114,0.348384241193807,-0.698888511117104
"1445",5,145,6.68122858148031,-0.48893669320058,0.774180653020758,0.685838342564075
"1446",6,145,3.6292414797318,-1.34605841908949,0.309547621590083,-0.261827436190991
"1447",7,145,2.36269596338717,-2.58306066812318,4.93360665275815,-0.424316139997368
"1448",8,145,1.7557225081959,1.27720821762534,6.13133077320519,-0.319146307099342
"1449",9,145,1.07460606080511,1.94645843623366,-1.13406274774143,-0.574354997120816
"1450",10,145,0.779492243010404,-1.00016592208412,2.02285097486072,-0.59643469922847
"1451",1,146,1.01682692130429,-0.452277566143366,5.33255901511846,-0.934228251616968
"1452",2,146,5.19058662567238,-0.666760992645746,-0.11696749920699,2.07824917010325
"1453",3,146,6.04659683027384,2.13547225480825,1.64409826626117,1.24750380306221
"1454",4,146,3.3520724725523,-2.85442799247938,-0.245072962207905,-0.613223054176578
"1455",5,146,7.4611655020031,-0.598636675709014,0.96559867682245,0.977535583097001
"1456",6,146,4.25695308209557,-1.36605867185333,-0.953976678445999,0.0273037934872553
"1457",7,146,2.1871596041851,2.98775394680085,5.42256070189872,-0.543547747833763
"1458",8,146,1.656890942567,0.368666469948972,3.02442476974066,-0.408347774419587
"1459",9,146,0.872290116327544,1.88973747836069,-1.84354906590719,-0.81645219599628
"1460",10,146,0.664205120135411,-1.2070104453976,-0.834872917270313,-0.776887558280019
"1461",1,147,0.891957405884727,-0.64064596639196,14.31703823765,-1.10079800456182
"1462",2,147,5.0847692154148,-0.650428086101075,-0.882311931655822,1.9935117756536
"1463",3,147,5.36367409940878,1.99552357020692,2.56252186646829,0.87503029559464
"1464",4,147,3.38614965247841,-2.85454762920779,0.42430087175846,-0.600926023005616
"1465",5,147,6.70614724677523,-0.645532088600968,-0.222471733141885,0.695157949974659
"1466",6,147,3.89809204628761,-1.08295255771279,-2.74521751543767,-0.137991753346745
"1467",7,147,1.85503179597366,2.14201304585611,7.15753335631166,-0.769142791277965
"1468",8,147,1.15608173986058,0.343588809064125,-1.08927477054179,-0.860358378973134
"1469",9,147,0.604436542267027,2.75195825189186,-5.9428348607564,-1.13697364652399
"1470",10,147,0.854313740931539,-0.832927227116788,-0.35756675083142,-0.47932055081635
"1471",1,148,0.768763023572288,-1.03156416103973,25.9557299071345,-1.26513321285527
"1472",2,148,4.99965198331296,-0.588070664953969,-2.3988884738456,1.92535085153423
"1473",3,148,4.535277837944,1.84162541460371,2.55485782930214,0.423213937556645
"1474",4,148,3.70957045853984,-2.9465813538148,2.22651127596989,-0.484216960163574
"1475",5,148,5.23919653983098,-0.546894822931512,-1.74847625381759,0.146516820219392
"1476",6,148,4.53545777426176,-0.807792460376399,-1.11151754644852,0.155586278332112
"1477",7,148,1.41672414397849,0.988634012244199,8.80437755727607,-1.06685960796447
"1478",8,148,1.47353029858764,0.478651664969001,0.824481245557543,-0.573841848986393
"1479",9,148,0.771569508917377,-2.53621918699742,-3.5041066253105,-0.936977431839671
"1480",10,148,1.50530955262896,-1.18619333390743,2.47908294856384,0.539648892794122
"1481",1,149,0.870935188198064,-1.59174459820109,21.063252555273,-1.12884060242611
"1482",2,149,4.78875698013659,-0.460148405324033,-3.82494617575531,1.7564685000562
"1483",3,149,3.49118756243017,1.6869291983427,2.39396215236843,-0.1462442887654
"1484",4,149,4.15272106513659,3.08866359836256,3.27464310475266,-0.324302412229498
"1485",5,149,4.45911154379207,-0.343096140650723,-1.66493129672928,-0.145235800714569
"1486",6,149,4.98965038073781,-0.849747676367872,1.21228782611737,0.364792650058664
"1487",7,149,1.54431599643086,-0.217362996635161,9.30326969283828,-0.980193906431904
"1488",8,149,1.39445885245466,0.0568439985716238,2.38118001493113,-0.645208612968246
"1489",9,149,1.31759701066079,-2.36966776219013,1.01790765901565,-0.28358489264854
"1490",10,149,1.5698269623875,-1.69541578903468,2.58160005097243,0.640634594919352
"1491",1,150,1.15853868832063,-1.80536630765017,2.80473110892947,-0.745191768677352
"1492",2,150,4.24148196041718,-0.300856073412762,-3.57841201894787,1.31821680682805
"1493",3,150,2.56415262265679,1.5139885736934,4.76855132694976,-0.651859258009424
"1494",4,150,4.71587202620272,2.85544829986141,2.30895347188868,-0.121084747586923
"1495",5,150,4.14836695301077,-0.286187400672253,0.882835829287321,-0.261454609257039
"1496",6,150,4.28532699230894,-1.10776890883816,2.75992624561707,0.0403731449535615
"1497",7,150,0.764621720835682,-1.03339231862457,-8.9809928535136,-1.50979473968737
"1498",8,150,1.09174549578075,-0.335598299555699,4.97077801476154,-0.918425731617763
"1499",9,150,1.18303718309571,-2.70182959247567,1.20964914414819,-0.444603132801544
"1500",10,150,1.09200910781037,-2.13197620837036,1.6312054709456,-0.107268517016353
"1501",1,151,1.47153846962771,-1.75451949848616,-4.93733694505929,-0.327665552859716
"1502",2,151,3.79381004638761,-0.196444284755151,-1.25508508607416,0.959726162700475
"1503",3,151,2.03591338005905,1.10536569263532,7.4642124013286,-0.939966703522572
"1504",4,151,4.64104438497045,2.73633482352418,0.733806992503406,-0.148086918502421
"1505",5,151,3.39120684854571,-0.566233400686846,4.83378493636048,-0.544633296279623
"1506",6,151,2.00920877493841,-1.72969242820662,12.7503364786603,-1.00803325155592
"1507",7,151,0.639858793498397,1.66134520819163,-9.19613063685756,-1.59453891743162
"1508",8,151,1.06806896985648,-1.57922472422002,9.20162506988266,-0.939795228701526
"1509",9,151,0.784532987249242,-2.64813820375296,-1.68347928689343,-0.921464953078139
"1510",10,151,0.591707139231171,-2.17716668327693,-3.1827860689815,-0.890364827929816
"1511",1,152,1.5409426152936,-1.65778324876788,-4.23842583077891,0.248353678369953
"1512",2,152,3.46587565905939,-0.203334150392651,1.31493505467611,1.21339658980597
"1513",3,152,1.95996170728615,0.636983578270077,8.41968888630106,-0.895082334757904
"1514",4,152,3.64177242560238,2.74393634687108,-1.2119087291581,-0.39036102181896
"1515",5,152,2.45790921837324,-1.26811290575365,9.84260119554061,-0.831324329533227
"1516",6,152,2.10715879388858,2.42692386104582,12.4025881091771,-0.958042882848337
"1517",7,152,1.28112861695274,0.866469976316868,10.0197061226264,-1.36982022286621
"1518",8,152,2.00661422563376,-3.02567214679504,6.87905834149806,-0.0984974545894261
"1519",9,152,0.985215680119836,-2.14009878287747,-3.48805310219511,-0.729538319994756
"1520",10,152,0.585291242836867,-1.10876314756793,-2.87828792987666,-0.994344950794279
"1521",1,153,1.52924796742925,-1.60104859972793,-1.60957277885161,0.23026449296029
"1522",2,153,3.4122363146952,-0.284959757721483,2.35255367619911,1.16362862495983
"1523",3,153,1.81912748744781,0.0678334960615708,11.5085538438819,-0.981294570205823
"1524",4,153,3.19717292464593,2.90399968976204,-1.99963844659441,-0.598126728131151
"1525",5,153,2.39439428157954,-2.37344535768661,8.74504633365459,-0.85727291439729
"1526",6,153,4.49527852111369,1.88357266733988,1.80387965527693,0.209198261124849
"1527",7,153,0.886123418572274,-0.533253185230344,9.87938329683528,-1.61764061782688
"1528",8,153,3.23498298456103,2.56121933243356,3.47135878781986,0.989755451647979
"1529",9,153,1.20251277433837,-1.52750349415526,-2.65066287414107,-0.490145651693571
"1530",10,153,0.811510892311186,-1.18067870714175,0.883507806421307,-0.639494532866027
"1531",1,154,1.51027609196442,-1.59912006463346,1.95689056725229,0.200918951578175
"1532",2,154,3.57910056114155,-0.375143732133762,1.89826118318989,1.31844956935533
"1533",3,154,1.93017840315164,-0.698474443756623,11.5683341780377,-0.913314304455388
"1534",4,154,3.71711298753343,3.02841822268096,-1.05128412569823,-0.355153638477576
"1535",5,154,3.08737873688984,-2.88284821009856,2.40161396596149,-0.574158943796915
"1536",6,154,5.13791092426938,1.75125620269508,0.203554355392904,0.523297664459736
"1537",7,154,1.36372876377578,-1.6859370247425,6.01191217820067,-1.31799811750298
"1538",8,154,2.9018696024983,2.06926471509691,2.04528455347801,0.694639181796801
"1539",9,154,1.75172837298193,-1.3027858762118,0.85481023237511,0.114916225018349
"1540",10,154,0.45923859415341,-1.09715595199883,-3.99763151909464,-1.19207240360498
"1541",1,155,1.57309307071754,-1.67314397276465,4.23649411741772,0.298083739156291
"1542",2,155,3.718244734111,-0.436923103052116,1.60444335919331,1.44755111582225
"1543",3,155,2.65719335644428,-1.25712268071577,7.35338199909263,-0.468269169832781
"1544",4,155,4.23186885044642,3.08442453102134,-0.872949962024315,-0.114603176305702
"1545",5,155,3.53856479894108,-2.94571270016957,-0.17670937866775,-0.389830021945881
"1546",6,155,4.93599511773498,1.75671563200628,-0.00599554021068286,0.42460728712286
"1547",7,155,1.0346340181106,-2.09040694578497,-1.71126994088429,-1.52446727331311
"1548",8,155,2.03570293802728,1.89114800223775,0.738461701787597,-0.0727267928309886
"1549",9,155,1.7029068355699,-1.69926224566968,1.20230799823482,0.0611303326958389
"1550",10,155,0.520469759932258,0.0450704367391702,-0.809881466073686,-1.09602458098061
"1551",1,156,1.59932835032663,-1.76290775563107,5.22738068355771,0.338664254502127
"1552",2,156,3.80494053175392,-0.504024990136729,1.37338308612847,1.52798970918211
"1553",3,156,3.14168222827981,-1.59826629908687,4.31882810740853,-0.171687353719288
"1554",4,156,4.26974401002846,-3.10934797546052,-1.10684791279113,-0.0969037428485771
"1555",5,156,4.30667880721618,-2.95213591621153,0.779935199088628,-0.0760223959737223
"1556",6,156,4.95513707441956,1.70642455834855,0.965738419914293,0.43396330020867
"1557",7,156,1.27318507771079,-1.4480653272461,-2.78355673098889,-1.37480388141146
"1558",8,156,1.57196070794192,1.8404840079844,-1.2206046670823,-0.483571521637129
"1559",9,156,1.50420030191698,-1.65997590903075,0.118434180416577,-0.157781417924306
"1560",10,156,0.979899358755023,-0.937630905691213,5.95149178424639,-0.375358690419342
"1561",1,157,1.60658130772947,-1.89029475107206,8.01575439619599,0.349883069531892
"1562",2,157,3.78533322948319,-0.542622453318074,0.621599288068177,1.50979754927218
"1563",3,157,3.28802499873682,-1.81369219834991,3.39991879234457,-0.0821030368024031
"1564",4,157,3.73555201771332,-3.05740620425679,0.208429989373904,-0.346536898870816
"1565",5,157,4.56957044796348,-3.14069438264011,2.61170357439173,0.0313801520622047
"1566",6,157,4.93049784745183,1.51624944944709,2.08582623776638,0.421920386637563
"1567",7,157,2.60960038864082,-1.51736248065608,1.81749469176661,-0.536356763388539
"1568",8,157,1.38510936037071,2.1548119156491,-0.629076769397136,-0.649109370553377
"1569",9,157,2.00573032059735,-1.77706370589168,0.0334717375467716,0.394746032278453
"1570",10,157,0.861289770288207,-1.85640793330918,2.64372754601337,-0.561410884097264
"1571",1,158,1.51445889999528,-2.07645314958888,9.605187409083,0.207388884737424
"1572",2,158,3.46852080639846,-0.558728794411664,0.292142490858977,1.21585082561634
"1573",3,158,3.37171202208794,-2.02833346479187,3.55457124611851,-0.0308736880733491
"1574",4,158,2.76568697578784,3.09219039874424,3.52728331257292,-0.799764342962993
"1575",5,158,3.46314857473776,2.78036105291788,4.81396416154797,-0.420640794854676
"1576",6,158,4.44692462075031,1.22406696451157,2.46583739350242,0.185564327979756
"1577",7,158,3.39898864231655,-1.79771882049692,1.29284488556956,-0.0411062967989584
"1578",8,158,1.40421743980735,1.82511124980937,5.12334506348478,-0.632180884845471
"1579",9,158,2.23224610182448,-1.66829865052735,-0.534870313135209,0.644294777857879
"1580",10,158,0.958816435467233,-1.96504068824784,-0.587852673871882,-0.408429575982141
"1581",1,159,1.50207042917398,-2.24959623367773,6.47675094106734,0.188226499667937
"1582",2,159,2.69343499443732,-0.574924987037809,0.453260983370935,0.496706251802801
"1583",3,159,3.55706067548739,-2.23937355522228,3.38989363124817,0.0825882373391711
"1584",4,159,1.85667680456974,2.63218744259073,8.61198418294622,-1.22455370926189
"1585",5,159,1.90483811009139,2.07925456028699,11.7260896347998,-1.05727767710133
"1586",6,159,3.83060991031238,0.914137735633508,3.30369849668249,-0.11567177817434
"1587",7,159,3.14045317956157,-1.82134027902412,-0.580348183926037,-0.203307606437341
"1588",8,159,0.824239033055928,0.555234300616211,9.66000977614171,-1.14600312439296
"1589",9,159,2.42759003321491,-1.69323969153623,1.20584957012462,0.859502004351985
"1590",10,159,0.749412052178122,-1.80244817905538,-0.216934214764118,-0.736903398211205
"1591",1,160,1.49051722066827,-2.3223327486025,0.963225779747668,0.170356091498289
"1592",2,160,1.76521803679115,-0.621624263680215,1.40630153540946,-0.364517341909961
"1593",3,160,3.70093982915895,-2.43361037575188,3.04691238276625,0.170664441308764
